name,MANGAID,T_11,g_i,LogMassTaylor,LogMassNSA
manga-11013-12701,1-244489,7,,,8.909516769812832
manga-11013-12702,1-244372,5,0.7582367924066951,10.657073580495315,10.761521492876652
manga-11013-12703,1-244634,5,0.5955566052005175,9.20041721166499,9.422572113184327
manga-11013-12704,1-244874,6,0.570087143153728,9.439254754428665,9.68047722986486
manga-11013-12705,1-245195,7,0.4438685545372074,9.25657583856451,9.413436319002654
manga-11013-1901,1-244631,-2,0.981157321121394,10.44777838641862,10.549924020105973
manga-11013-1902,1-245176,1,0.8002937254305102,9.830046409592093,9.919639669569948
manga-11013-3701,1-627475,5,0.4408532041701747,9.750427415168106,9.976319664465617
manga-11013-3702,1-627026,3,49.464835570785944,17.99146444410828,10.671701887358358
manga-11013-3703,1-244673,7,0.22332231762593935,9.267733101954269,9.413813604284858
manga-11013-3704,1-244785,5,0.5566642789159779,9.367846072091934,9.58254084699911
manga-11013-6101,1-244377,2,0.8138900927904942,10.540867315107116,10.582022478187394
manga-11013-6102,1-244424,9,0.2469425227989781,8.743999688288358,8.900958982676778
manga-11013-6103,1-244660,4,0.6983533905655506,9.117523409246424,9.288873226340149
manga-11013-6104,1-244376,1,0.8916267524301205,10.559143558740729,10.708247572704641
manga-11013-9101,1-244450,-2,1.1378570549816196,11.818679110760403,11.75396030992136
manga-11013-9102,1-244652,3,0.4298891071347306,9.256001129846974,9.411450449635758
manga-11014-12701,1-456001,3,1.0670825640506862,10.576784819986981,10.504152548701436
manga-11014-12702,1-456378,1,0.6956508587587571,9.342741465228203,9.54566232550895
manga-11014-12703,1-623147,1,0.6148662145291865,9.099827512899346,9.36491819879943
manga-11014-12704,1-623501,-2,0.7314761151377844,9.0420058003342,9.315587011106407
manga-11014-12705,1-456339,0,0.8279081185591082,9.557265571862576,9.720560877310442
manga-11014-1901,1-456388,-2,0.9064229633852356,9.056042842741897,9.187815602539315
manga-11014-1902,1-456921,1,0.9367116455324407,9.616331999396817,9.7380039991105
manga-11014-3701,1-456359,1,0.7837919689963257,8.62203911626345,8.76298693082002
manga-11014-3702,1-456775,0,0.9807853393498895,9.633771143864513,9.766769238762883
manga-11014-3703,1-456734,-2,0.6044316358609017,9.180602311966938,9.431781724220603
manga-11014-3704,1-456718,7,0.26787722903505085,9.221624287473519,9.383907186226303
manga-11014-6101,1-456781,-5,0.5700950223078323,10.320120376249521,10.763430561883055
manga-11014-6102,1-456829,0,1.0890667430524452,10.147525956719768,10.174441778120471
manga-11014-6103,1-456578,-2,0.8036849641096211,9.32096479213929,9.504184255922636
manga-11014-6104,1-456912,1,0.9242511094189076,10.174681670640593,10.365278799263463
manga-11014-9101,1-455722,3,,,9.948783083193243
manga-11014-9102,1-456917,-5,0.9070557965055883,8.95461188104368,9.119083259217309
manga-11015-12701,1-457162,0,0.9020961835078616,9.26983508812145,9.439468567264873
manga-11015-12702,1-456879,3,49.62477464211595,17.472907464611293,10.113234205498395
manga-11015-12703,1-404401,0,0.9803839611613867,9.619547326852132,9.725095175385281
manga-11015-12704,1-457182,-2,0.6739159792792933,8.741611273732062,8.956352899189634
manga-11015-12705,1-624081,-2,1.127285546804245,9.872587302485027,9.85675713370646
manga-11015-1901,1-456509,1,1.0381548377508203,9.639546550841931,9.71755528320436
manga-11015-1902,1-456628,-2,0.9734358865174926,9.993543313341695,10.090222101315177
manga-11015-3701,1-456845,-2,0.9690882095044522,9.346972419054794,9.423774195363158
manga-11015-3702,1-456492,-2,1.0823948843526736,9.524583646190747,9.513095620792845
manga-11015-3703,1-404136,9,0.5086957470490603,8.566381632114092,8.794500273654325
manga-11015-3704,1-457187,-2,0.8657041119338942,8.813491522588603,8.9953108002621
manga-11015-6101,1-456563,-2,1.051828923366152,9.19100914224888,9.278034797648075
manga-11015-6102,1-456847,0,1.4552714063766885,10.282729550467149,10.03992331342262
manga-11015-6103,1-403702,-2,0.9531340629159786,9.418603322491935,9.54535593782488
manga-11015-6104,1-404186,0,0.8861364972226689,9.340003338307744,9.48862124132579
manga-11015-9101,1-456587,-5,0.7574807401732464,8.724539059662435,8.996535706536557
manga-11015-9102,1-456940,-2,0.9811840257389086,9.752420385152593,9.854918663247034
manga-11016-12701,1-196890,6,0.37356062049113703,9.188162637781996,9.413272934249779
manga-11016-12702,1-196874,5,0.9089386229118865,11.194649148666572,11.31511453010306
manga-11016-12703,1-197191,2,0.9914589386101653,10.841874387047046,10.87462130297739
manga-11016-12704,1-196804,5,0.568132339200023,9.423794735706036,9.653539559113428
manga-11016-3701,1-196843,-5,1.0177360644783455,10.755004707707396,10.826291798491528
manga-11016-3703,1-196806,0,0.9791954423347065,10.855130282415047,10.925999455279802
manga-11016-6102,1-320459,-5,1.0356214709161442,11.080736894423392,11.144819553592463
manga-11016-6103,1-320455,-5,1.0751155129161631,11.167654455684367,11.163917778266557
manga-11016-9101,1-320267,3,0.8553651070130996,9.8688426591658,9.92076218775538
manga-11016-9102,1-196844,4,,,9.64354663185565
manga-11017-12701,1-319408,2,0.9713331256250335,10.404690093581545,10.465052677038752
manga-11017-12702,1-319380,-5,1.003010800011456,11.496020347676897,11.564326779717163
manga-11017-12704,1-319668,5,0.8963678859903617,10.144466803813486,10.259873619661262
manga-11017-12705,1-319363,6,0.4830191724429085,9.506031025975789,9.681955245494882
manga-11017-1901,1-319663,-2,0.8715697142518231,9.30365555666176,9.450994776695904
manga-11017-3701,1-576479,3,,,11.038574425511419
manga-11017-3702,1-319400,-5,0.7751999042149258,10.955460413853306,11.192812573768162
manga-11017-3703,1-319957,-5,1.083878556767992,10.899608500566972,10.938252011206645
manga-11017-3704,1-319646,1,1.2244277709497062,10.1900459493286,10.044126003695785
manga-11017-6101,1-319381,3,0.6613056057939488,9.789127278065502,9.880537927819576
manga-11017-6102,1-319706,-5,1.1015908683067153,10.284888331182076,10.29796820078062
manga-11017-6103,1-625718,5,0.44908120769827775,9.793307418714207,9.951226842185651
manga-11017-6104,1-319661,1,0.9250751809381441,10.670641973384578,10.75853439154211
manga-11017-9102,1-319390,2,,,10.51856115696562
manga-11018-12701,1-233925,6,,,10.019760148025709
manga-11018-12702,1-623940,5,,,10.564163791031632
manga-11018-12703,1-152139,8,0.5348881123637703,8.589138314777623,8.691252275138483
manga-11018-12704,1-233951,5,0.41017269646312116,9.720135244466741,9.964059082256046
manga-11018-12705,1-576557,-5,,,10.977739971025171
manga-11018-1901,1-576554,-2,,,9.774171042001344
manga-11018-1902,1-151780,-5,0.6267271696134245,9.054608965064148,9.223954861632825
manga-11018-3701,1-233399,2,0.9868615155827918,10.101297125431241,10.147473410319488
manga-11018-3702,1-576551,6,,,9.837558390077819
manga-11018-3703,1-152106,2,0.5189870797192704,9.740737237875082,9.92969458965763
manga-11018-3704,1-234172,-5,1.109112716400734,10.948107529406192,10.947816281483135
manga-11018-6101,1-234176,4,1.0989740724956683,10.39756751249256,10.283971447444673
manga-11018-6102,1-576550,3,,,10.832054057685918
manga-11018-6103,1-233861,-5,0.9548893935297045,10.999028907206599,11.018839916429814
manga-11018-6104,1-152133,3,0.5161811992631655,8.521243950450469,8.724945657699793
manga-11018-9101,1-233665,2,1.031521830110023,10.660748102387036,10.695681143460186
manga-11018-9102,1-591323,6,0.43464946330025,9.177684892037247,9.372736409453374
manga-11019-12701,1-151896,2,0.8938025587292877,11.059197508127058,11.034443210376477
manga-11019-12702,1-622991,5,0.2359554723211872,9.988767610441176,10.251052026233793
manga-11019-12703,1-152053,4,0.8214763544694144,10.415434903644202,10.433125400494138
manga-11019-12704,1-152000,2,0.9140814991803801,10.365674011503463,10.465210185072145
manga-11019-12705,1-623253,4,0.925625427810413,10.763652183429468,10.874278167603315
manga-11019-1901,1-151874,-2,1.0713154797161621,10.131777540764368,10.14094654700345
manga-11019-1902,1-152047,1,0.9624563708302531,10.30727584196025,10.461695475334844
manga-11019-3701,1-151970,4,0.8669186294340534,10.36398867020416,10.48924313184
manga-11019-3702,1-152034,-5,0.9811435774787647,10.006622087076584,10.09558589989126
manga-11019-3703,1-152056,-2,0.954676040657457,10.426559825903292,10.508529449641292
manga-11019-3704,1-152247,-5,1.0089858455990992,9.371608165926567,9.419954377900448
manga-11019-6101,1-233546,4,0.4793741272126901,9.958000196150854,10.08096434046473
manga-11019-6102,1-151832,-5,1.017685585106321,10.982712172778925,10.998185031083455
manga-11019-6103,1-151879,-2,1.0714478087895678,11.013991978293074,10.97121640757312
manga-11019-6104,1-152235,5,0.6159733717039586,9.458380869655006,9.69723655477888
manga-11019-9101,1-151950,-2,1.066080258473292,10.86139417461328,10.939943156695248
manga-11019-9102,1-152019,2,0.878658108046718,9.540785516680295,9.58158080065949
manga-11020-12701,1-591845,10,,,7.221066898150082
manga-11020-12702,1-244519,-2,,,11.656243479414972
manga-11020-12703,1-627142,-5,0.9908267638711763,10.82668828731336,10.87267257213478
manga-11020-12704,1-244469,-5,1.077759913452681,11.185764309511466,11.238718763482835
manga-11020-12705,1-244527,2,,,11.249629501718298
manga-11020-1901,1-244115,1,,,9.869849287348176
manga-11020-1902,1-591992,11,,,10.666466255248267
manga-11020-3701,1-196444,1,0.9502363099876412,10.983989957559189,11.099847974500202
manga-11020-3702,1-244590,3,0.8364381909364837,10.248051764356651,10.219037332065625
manga-11020-3703,1-244629,3,0.8807719860206724,10.408501885897973,10.587507281405617
manga-11020-3704,1-244421,3,0.17150128849489477,9.126236469388537,9.260949802187108
manga-11020-6101,1-196234,5,,,8.995092294380722
manga-11020-6102,1-244163,6,,,8.95919694687848
manga-11020-6103,1-591997,3,,,10.263312605860046
manga-11020-6104,1-244439,-5,0.9799051328516235,11.151558704892718,11.274730301618812
manga-11020-9101,1-196222,-5,,,11.418607062892425
manga-11020-9102,1-196497,1,1.3195193416713806,11.126719519293125,10.98523587264792
manga-11021-12701,1-195230,7,,,9.239605755223094
manga-11021-12702,1-195861,7,,,8.696016457438168
manga-11021-12703,1-196110,4,,,9.638705182406659
manga-11021-12704,1-195917,4,,,9.375040489432337
manga-11021-12705,1-195612,-5,,,10.948719924991499
manga-11021-1901,1-195854,-2,,,10.488539351372763
manga-11021-1902,1-547738,2,,,10.966795405425296
manga-11021-3701,1-195671,-5,1.0843832321319624,11.104788545588821,11.122492231058054
manga-11021-3702,1-195690,1,,,10.168455112700096
manga-11021-3703,1-196091,1,,,10.428379744809108
manga-11021-3704,1-195684,-2,1.037816236593649,10.660717204512414,10.711715266935837
manga-11021-6101,1-195623,0,1.1438997591137294,10.839265653195145,10.818591589803688
manga-11021-6102,1-195845,2,,,10.60548244560272
manga-11021-6103,1-195843,6,,,9.33836141653443
manga-11021-6104,1-195619,-5,,,10.819141935026472
manga-11021-9101,1-195704,1,1.0435848820842466,10.384339774333029,10.447800172616514
manga-11021-9102,1-243840,5,,,8.911476604748321
manga-11022-12701,1-368219,5,0.4741440637767127,8.720497742559076,8.957044130070155
manga-11022-12702,1-82900,7,0.24831501203471618,8.479927707815534,8.560047036182118
manga-11022-12703,1-83138,5,0.5693744870779618,9.673512938775202,9.897738212481341
manga-11022-12704,1-368603,4,0.74515379683152,9.99470901609287,10.024523512884983
manga-11022-12705,1-83165,-5,1.1455469364901205,11.001377946486729,10.938594419405044
manga-11022-1901,1-83094,-2,0.9645947857673569,10.414268041067526,10.531571973824649
manga-11022-1902,1-83031,-2,0.610434627290509,9.37464614731809,9.57187557818932
manga-11022-3701,1-559761,-2,0.9868812399513835,10.31853737804113,10.411349450325208
manga-11022-3702,1-368248,5,0.6371471153939829,9.904285716459576,10.021518865545575
manga-11022-3703,1-368625,0,0.7719845331447353,9.693839681937977,9.836419320853855
manga-11022-3704,1-82660,-2,0.9228592289236488,9.815864288115412,9.936665869697135
manga-11022-6101,1-630938,5,0.5999593144515316,9.172194017531254,9.387806691301492
manga-11022-6102,1-83113,0,0.9077700524937242,9.832682172222661,9.957642048380455
manga-11022-6103,1-368442,0,1.1115732325772605,10.540193141596834,10.507233278566014
manga-11022-6104,1-83151,3,0.858545943711853,10.431401867703816,10.452368751520142
manga-11022-9101,1-368606,3,0.2887212618542563,8.795653295525554,9.021157056678007
manga-11022-9102,1-83141,-5,0.8729472934121603,10.689824735975748,10.821456254090513
manga-11024-12701,1-10425,-5,0.8764147237285798,10.953835145668204,11.058124685084968
manga-11024-12702,1-641190,-5,0.9300372516115054,11.10708972917486,11.151593560016689
manga-11024-12703,1-159169,5,0.427556134403293,8.88998725697628,9.111665863854148
manga-11024-12704,1-159391,1,0.9928502108640949,9.881015332224637,9.87829588064314
manga-11024-12705,1-641270,-5,0.9346806449607641,11.194212363454124,11.241001402911577
manga-11024-1901,1-159382,-5,0.7587248594285647,8.82437784427723,9.00307173350136
manga-11024-3701,1-158995,-2,1.0532732001322742,11.228208018325361,11.223761161193572
manga-11024-3702,1-159437,3,0.5649804635721374,8.702370075919356,8.891098983650178
manga-11024-3703,1-10808,4,,,8.66474965219765
manga-11024-3704,1-159289,9,0.5769141314690458,8.6546584936056,8.872104037680163
manga-11024-6101,1-158882,5,0.3084717150949494,8.567300398613234,8.80737365972259
manga-11024-6102,1-159278,4,0.7433094945448921,8.852170673443535,9.018084716122086
manga-11024-6103,1-641156,1,0.6640075113015094,10.630217336553864,10.810708972052698
manga-11024-6104,1-10856,2,,,10.534967656088115
manga-11024-9101,1-159388,2,0.7302715969360243,9.459717076881414,9.631196719140005
manga-11024-9102,1-159265,6,0.6296041770402496,9.219345504271246,9.444534741063693
manga-11025-12701,1-23485,5,0.7497579044310605,11.017389822524924,11.07300236568645
manga-11025-12702,1-24094,-5,1.0340114807550513,10.949601608319117,10.958744395630388
manga-11025-12703,1-25648,4,0.5311123506282556,8.92988764743071,9.165473257411914
manga-11025-12705,1-23958,-5,1.2212701836198114,10.874023254011147,10.81418844239379
manga-11025-1901,1-24156,1,1.0166574249813394,9.958905003545814,10.02889010620617
manga-11025-1902,1-23944,0,0.21570634278586098,10.482341981422449,10.81878017604775
manga-11025-3701,1-23459,3,49.22479029630595,17.458498499140283,10.153206090348625
manga-11025-3702,1-24041,-5,0.9528088785272573,10.81029414674183,10.921987828489243
manga-11025-3703,1-24091,1,1.0008132662355216,10.33222118149692,10.407465263598025
manga-11025-3704,1-24139,0,0.9683144265652004,10.048145313637015,10.125472514659945
manga-11025-6101,1-24055,1,0.507849311167412,9.179359504195478,9.37653370793159
manga-11025-6102,1-23938,1,0.9939964588342107,10.08465398327561,10.17076719811692
manga-11025-6103,1-23393,-2,0.9953526367724415,11.047732883171763,11.107186676588709
manga-11025-6104,1-23647,11,1.1324271322618849,11.19915916515157,11.144648700625162
manga-11025-9101,1-24056,8,0.2704475445236767,9.097388367427342,9.298264437799665
manga-11025-9102,1-25690,8,,,9.577359986396587
manga-11742-12701,1-122388,3,0.6832713674139868,10.480366961441579,10.58719357718819
manga-11742-12702,1-122203,7,0.415117353335976,9.275306143822988,9.475705974064523
manga-11742-12703,1-154037,-5,1.0359899239273531,10.320379147123523,10.369011041129088
manga-11742-12704,1-122206,5,0.5113221277322104,10.30690266385982,10.479233627733713
manga-11742-12705,1-154047,-2,0.9688821329806743,10.404717034833972,10.494478996597321
manga-11742-1901,1-122258,-5,0.9307611939511666,9.63719362951087,9.71979094823848
manga-11742-1902,1-154041,-5,0.6290470517458111,9.17047008157757,9.352832488813409
manga-11742-3701,1-153995,-2,1.307396771622745,10.832817990367992,10.652853251938463
manga-11742-3702,1-122341,4,0.5271794448174347,9.159683603167831,9.415469346295867
manga-11742-3703,1-584896,-2,,,10.6831806848647
manga-11742-3704,1-154049,0,0.8539259361843534,10.79524646107062,10.936635920879892
manga-11742-6101,1-154024,-5,1.044876071722534,11.125277234367505,11.156779411725582
manga-11742-6102,1-153993,5,0.7698343748431604,9.067535365428464,9.232509173721143
manga-11742-6103,1-122595,-5,0.9907008002607647,11.201547590684125,11.245492605906819
manga-11742-6104,1-122197,1,0.9916153222981485,10.71024396376058,10.726914249443732
manga-11742-9101,1-122400,0,1.0689914224189536,11.087208168548074,11.01933134802748
manga-11742-9102,1-154031,3,0.7172648814313618,9.384405857226849,9.515612354153465
manga-11743-12701,1-458686,5,0.35033716414087834,9.49234284765191,9.610951617375157
manga-11743-12702,1-458614,6,0.37050164470877434,9.791309928234181,9.969804599681828
manga-11743-12703,1-412000,5,0.9823610530347047,10.891471117785043,10.944355622432285
manga-11743-12704,1-458678,3,0.9436017844372913,10.191676617674768,10.239881069168911
manga-11743-12705,1-604873,5,0.5093000838795554,9.967844985985211,10.140548799442877
manga-11743-1901,1-458664,1,0.6246990571311812,10.036878334378063,10.11849748920612
manga-11743-1902,1-604888,-2,0.9359868178208224,10.657889778078935,10.795133731099176
manga-11743-3701,1-557063,4,0.3757985156582606,9.09298992769466,9.363880445052269
manga-11743-3702,1-458599,-5,1.0715799907314505,10.916649056828891,10.95489457126888
manga-11743-3703,1-458712,-2,0.8117407965529253,10.218614488271871,10.339937598793828
manga-11743-3704,1-458609,-2,0.9311109673329696,10.049853138709134,10.17754305036866
manga-11743-6101,1-584667,2,,,10.185169572689219
manga-11743-6102,1-458604,2,49.58166838933593,17.610345251113273,10.193996626356782
manga-11743-6103,1-458654,1,1.024392812460448,10.335956567344708,10.418251328004303
manga-11743-6104,1-458714,3,0.7592808387410095,10.181180769762996,10.280740130866832
manga-11743-9101,1-458697,0,0.8546411277094492,10.104386776216046,10.163252728280273
manga-11743-9102,1-458706,1,0.8627996627457755,10.711231031809385,10.68737396979913
manga-11744-12701,1-459619,5,0.9563827151083508,10.672652415778263,10.57218985209855
manga-11744-12702,1-459618,-5,0.8847462179307044,9.86841422695596,9.96199981507959
manga-11744-12703,1-411968,-5,,,10.875844805120025
manga-11744-12704,1-412279,2,,,9.362549310243212
manga-11744-12705,1-459215,3,0.9259328116484333,10.921647012430192,10.910363963536364
manga-11744-1901,1-459081,6,,,8.749427563111333
manga-11744-1902,1-459105,-2,,,9.026148193737031
manga-11744-3701,1-556947,-5,1.0292432179850195,10.809707163001995,10.887944473090874
manga-11744-3703,1-412207,1,0.9178245362224757,10.185147557243754,10.207827266530366
manga-11744-3704,1-459273,2,1.2469866062824373,10.503740376421813,10.372339811264823
manga-11744-6101,1-459622,-5,1.2964557627043867,10.965126874485035,10.813242527304045
manga-11744-6102,1-584723,1,,,10.74149401261785
manga-11744-6103,1-459283,3,0.8341267355779536,10.132428381394714,10.220588241164009
manga-11744-6104,1-459409,-5,0.9752928934643883,10.987786249201037,11.079074106861047
manga-11744-9101,1-459133,-2,,,9.283696867142398
manga-11744-9102,1-459275,4,0.7701264464253335,10.194391268576647,10.211133147901364
manga-11745-12701,1-123194,-5,1.0334078597840488,11.993370771789156,11.9477299802336
manga-11745-12702,1-605270,4,0.8652088097025512,10.26035018483163,10.271066035536345
manga-11745-12703,1-123195,5,0.5792676777492431,9.721112620401579,9.94231750785241
manga-11745-12704,1-123252,5,0.5333751252680976,9.655945629448313,9.84003851624139
manga-11745-12705,1-585221,3,0.9905491345434179,10.844399339796661,10.891626425965098
manga-11745-1901,1-123328,-5,1.1611876781890658,11.209454001488098,11.143241730121726
manga-11745-1902,1-123021,3,0.8369588691518786,10.357324176189728,10.452397976326374
manga-11745-3701,1-123109,5,,,9.617971402953597
manga-11745-3702,1-123255,-5,1.2004162683209003,11.538043397629417,11.413068923014535
manga-11745-3703,1-123263,-5,0.5467781759773018,9.18633962774431,9.414693388368594
manga-11745-3704,1-123273,3,1.1543011562206864,10.157611959333982,10.023149698754331
manga-11745-6101,1-123217,2,0.8734796001037246,10.36413177850777,10.4522683730116
manga-11745-6102,1-123041,-5,0.9644765276137299,11.087215984545146,11.182344337833152
manga-11745-6103,1-123264,3,0.7824337499432943,9.502880710555846,9.529478940269382
manga-11745-6104,1-123312,4,0.9321035785781184,10.527129479396185,10.552904228126161
manga-11745-9101,1-123178,6,0.4860873629307605,9.61515516879393,9.820488439213108
manga-11745-9102,1-123075,-5,0.7920541991536751,11.261293801960342,11.479290154145604
manga-11746-12701,1-605268,2,0.3543699985792408,9.700225994224095,10.182591473017276
manga-11746-12702,1-218748,5,0.3544012200079756,9.163842008499175,9.354052842051868
manga-11746-12703,1-556472,4,0.7473265420874924,10.636475715628691,10.771477004654074
manga-11746-12704,1-218981,3,0.8587016583684921,10.698236017886055,10.712975132199281
manga-11746-12705,1-605305,5,0.45408163482857944,9.268270234678205,9.510574230272077
manga-11746-1901,1-218628,-5,0.997733495171861,9.859546192789823,9.801186734994138
manga-11746-1902,1-218765,-5,0.6648872113994635,9.187131344176947,9.398959056763143
manga-11746-3701,1-218839,3,0.6819223647564314,10.156020828687165,10.210832385043933
manga-11746-3702,1-585026,2,,,10.11903376808043
manga-11746-3703,1-218728,5,0.9436592937792874,10.326600046882058,10.217424718200872
manga-11746-3704,1-218723,3,0.7229956740933865,10.025312211813821,10.097366234168948
manga-11746-6101,1-218690,2,1.0272201280958484,10.691740516250416,10.681403343724195
manga-11746-6102,1-218764,-5,1.156094459885363,10.812493823540935,10.744999353703028
manga-11746-6103,1-218808,-5,0.9742551368584813,10.9634095496754,11.060796168598163
manga-11746-6104,1-585075,0,,,10.695187815402626
manga-11746-9101,1-218669,1,0.8132045007458082,9.703376043477569,9.80881224685676
manga-11746-9102,1-218707,3,0.9091722930561765,10.392800843213914,10.387524632492358
manga-11747-12701,1-299567,7,0.45745140461146505,8.918403026267384,9.167486440317946
manga-11747-12702,1-230571,4,0.5958854597644141,10.098847745190717,10.251058652942428
manga-11747-12703,1-230867,1,49.52741454803593,18.44836768128327,11.047704781338027
manga-11747-12704,1-605382,-5,0.9655983898923068,11.58778320725376,11.630896111334456
manga-11747-12705,1-299056,5,0.7008813298207741,9.67795063322212,9.706487775737548
manga-11747-1901,1-299496,1,0.7219594873027901,8.93911607368324,9.101466822370892
manga-11747-1902,1-299084,-5,1.026531556476833,10.870790720770168,10.929417035251845
manga-11747-3701,1-585149,1,,,10.073010294929535
manga-11747-3702,1-230593,-5,0.9727274474840506,11.043319301859157,11.046654376457633
manga-11747-3703,1-299400,4,0.43616424804489284,8.964662204293536,9.209567448414687
manga-11747-3704,1-230557,-2,0.9484293347501911,10.294436330472973,10.401977286762207
manga-11747-6101,1-299337,5,0.4596595429791748,9.4079324027877,9.64397071759965
manga-11747-6102,1-299565,6,0.49278382062470527,8.671718553054045,8.908514399783071
manga-11747-6103,1-230825,-2,1.096026312261884,11.28645281915157,11.237831840178384
manga-11747-6104,1-299614,-5,1.0054269965462659,11.148122276717254,11.198412356292428
manga-11747-9101,1-230917,0,0.9240235704450228,10.27162458031848,10.367987574276352
manga-11747-9102,1-585263,7,,,9.648131775626057
manga-11748-12701,1-387154,3,1.0075540287818292,10.290109414284766,10.353442574433373
manga-11748-12702,1-585501,7,,,9.039750081564314
manga-11748-12703,1-605714,6,0.5078003420791468,9.552099559136158,9.766253824576822
manga-11748-12704,1-387502,5,0.7559582082984662,9.39468782702218,9.536535755142204
manga-11748-12705,1-605722,1,0.6067575724031506,10.599446795197727,10.75184182054554
manga-11748-1901,1-386964,-2,0.8279852162208243,8.911039583518933,9.11079556422171
manga-11748-1902,1-386961,-2,0.9281082519501105,9.14290301484224,9.279721866054114
manga-11748-3701,1-386944,-5,0.7961671799698493,9.512737245920611,9.610027367406653
manga-11748-3702,1-386963,1,0.8619695490474406,9.547523869060837,9.679190932513729
manga-11748-3703,1-605719,1,0.9261826690650565,9.412326263340121,9.50543811853191
manga-11748-3704,1-605740,2,0.9685751570934293,10.146300499132153,10.238542521654
manga-11748-6101,1-605691,3,0.749278455155121,9.299707570485392,9.46018722779195
manga-11748-6102,1-386962,-5,0.9893983133098878,11.03323688490051,11.151624620855207
manga-11748-6103,1-605717,1,0.9605631092389793,10.06142440449236,10.18719233777155
manga-11748-6104,1-567448,-5,,,11.473812678245649
manga-11748-9101,1-386744,0,0.8484169210758417,8.869613447237931,9.027669481383157
manga-11748-9102,1-605721,7,0.483936158648099,8.883216309972205,9.090748905696994
manga-11749-12701,1-605697,5,0.5709936864651546,10.420227603362452,10.603442503862023
manga-11749-12702,1-300623,7,,,9.141172206606571
manga-11749-12703,1-300734,0,0.9439749797935804,10.126782063342652,10.258858060792372
manga-11749-12704,1-605792,3,0.7356524591155669,10.8423480583124,10.896517895269366
manga-11749-12705,1-567443,-5,1.2979486997650511,11.542429081716518,11.323180502733342
manga-11749-1901,1-300599,0,0.7258247072218644,8.998260847444827,9.19834483243986
manga-11749-1902,1-300607,-5,0.8108630560219474,9.339891177730971,9.494728860940818
manga-11749-3701,1-387439,4,0.599351476391007,9.934777039377995,10.099946590924631
manga-11749-3702,1-387445,-5,1.0233571314047154,10.970691842682534,11.020215098062913
manga-11749-3703,1-387437,1,1.1550766016018237,10.27658508254676,10.21653374833111
manga-11749-3704,1-387482,3,0.8344620569364629,9.412754393061562,9.447972608298992
manga-11749-6101,1-387356,1,0.8967502621178376,11.039168952590169,11.143796388992467
manga-11749-6102,1-605750,-5,0.7916071402976428,9.374548311180192,9.581306041489427
manga-11749-6103,1-605788,3,0.6870738652918966,9.571211434479743,9.743898730890571
manga-11749-6104,1-387483,3,0.9657270352874896,11.00890997974869,11.020256799050786
manga-11749-9101,1-300653,-5,1.1852594244479278,9.686616325765211,9.605695799992102
manga-11749-9102,1-300703,2,0.8109301169368948,9.572364335791598,9.693506932717728
manga-11750-12701,1-399279,5,0.633183546023723,9.733899008379769,9.941144214116033
manga-11750-12702,1-397286,5,0.5639639116018245,9.20727188354676,9.408877773908282
manga-11750-12703,1-283565,7,0.262709431980511,8.412383090562985,8.550128551727088
manga-11750-12704,1-282996,5,0.4334799683157051,8.993013630942405,9.236771676927571
manga-11750-12705,1-397155,6,0.5289429121272597,9.032029042901833,9.163728331739389
manga-11750-1902,1-397474,-2,0.9574260029454962,9.38612313280599,9.352646328487442
manga-11750-3701,1-397146,0,1.0204267446444533,9.822063337628798,9.911323994245818
manga-11750-3702,1-397462,3,0.3079605088957038,8.636477346620405,8.852146947529944
manga-11750-3703,1-283580,3,1.0165469715303388,9.571861060115097,9.583464893390722
manga-11750-3704,1-401259,-5,1.0017086209264967,10.890587349693817,10.943541158013742
manga-11750-6101,1-397168,2,0.8366750057759376,10.422140140319268,10.529064772020538
manga-11750-6102,1-397404,5,0.7521578935126207,9.094154214092764,9.26126220247716
manga-11750-6103,1-590350,5,,,9.863274805454665
manga-11750-6104,1-397451,1,1.0812249977889081,10.497705915807593,10.503155154497216
manga-11750-9101,1-397456,3,0.8688204187542645,10.447821152089702,10.379804660391247
manga-11750-9102,1-397475,4,0.5166622284266396,9.209017472053826,9.39932948890373
manga-11751-12701,1-389362,9,,,9.647310151214556
manga-11751-12702,1-301272,6,48.733313783635936,16.400615666443276,8.959909971180846
manga-11751-12703,1-301541,7,0.7542297029594316,8.68993968893007,8.862065454611551
manga-11751-12704,1-301330,-2,0.9890660809749221,10.846405185548,10.908980389575113
manga-11751-12705,1-389410,5,0.5961924032022736,9.63655144886236,9.844857827358611
manga-11751-1901,1-301090,2,0.46507064882187876,10.055390112717085,10.084960538929728
manga-11751-1902,1-301108,1,0.9818072496853638,9.637209529520934,9.73361474168661
manga-11751-3701,1-301265,3,0.38660223984372166,9.118398467741768,9.337578012115001
manga-11751-3702,1-585658,2,0.09532529429826653,8.957541588518664,9.007820151539564
manga-11751-3703,1-301495,-2,1.0521494481673486,10.26783513410752,10.33835157291612
manga-11751-3704,1-301107,-5,1.267636279439234,10.76599879965009,10.602276465739395
manga-11751-6101,1-567397,2,,,10.738876362155434
manga-11751-6102,1-301470,1,0.9516528834389177,10.732564552987192,10.744281292227377
manga-11751-6103,1-301561,5,0.5819912891958623,9.02935936499091,9.238781671763364
manga-11751-6104,1-301388,1,1.0309438873768393,9.694366633960174,9.767411690391448
manga-11751-9101,1-389374,4,0.5573477381879535,9.263643604945713,9.472819395521123
